targets,texts
0,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,but your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . pa.
0,ü ready then call me...
0,already am squatting is the new way of walking
0,howz pain?hope u r fine..
0,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
0,"nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? it is very champlaxigating, i think it is atrocious.. wotz ur opinion???? junna"
0,i had askd u a question some hours before. its answer
0,i will spoil you in bed as well :)
0,yeh. indians was nice. tho it did kane me off a bit he he. we shud go out 4 a drink sometime soon. mite hav 2 go 2 da works 4 a laugh soon. love pete x x
0,hey i'm bored... so i'm thinking of u... so wat r u doing?
0,horrible bf... i now v hungry...
0,i tagged my friends that you seemed to count as your friends.
0,usually the person is unconscious that's in children but in adults they may just behave abnormally. i.ll call you now
0,no calls..messages..missed calls
0,"sorry, i'll call later in meeting any thing related to trade please call arul. &lt;#&gt;"
0,sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish.
0,"it's wylie, you in tampa or sarasota?"
0,good. good job. i like entrepreneurs
0,ok . . now i am in bus. . if i come soon i will come otherwise tomorrow
0,wat ü doing now?
0,aiyar hard 2 type. u later free then tell me then i call n scold n tell u.
0,am okay. will soon be over. all the best
0,oh k. . i will come tomorrow
0,"1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya"
0,"goodmorning, today i am late for 2hrs. because of back pain."
0,indians r poor but india is not a poor country. says one of the swiss bank directors. he says that  &lt;#&gt;  lac crore of indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. can give  &lt;#&gt;  crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than  &lt;#&gt;  social projects. every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.
0,i don't think he has spatula hands!
0,dunno lei... i thk mum lazy to go out... i neva ask her yet...
0,when you are big..| god will bring success.
0,a lot of this sickness thing going round. take it easy. hope u feel better soon. lol
0,my new years eve was ok. i went to a party with my boyfriend. who is this si then hey
1,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts. call mobileupd8 08001950382 or call2optout/674&
0,"probably not, i'm almost out of gas and i get some cash tomorrow"
0,me too baby! i promise to treat you well! i bet you will take good care of me...
0,"got fujitsu, ibm, hp, toshiba... got a lot of model how to say..."
0,good evening! how are you?
0,petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
0,"ok. can be later showing around 8-8:30 if you want + cld have drink before. wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
0,ugh its been a long day. i'm exhausted. just want to cuddle up and take a nap
0,"k, makes sense, btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas"
0,please give it 2  or i will pick it up on tuesday evening about 8 if that is ok.
0,at what time are you coming.
0,"call me da, i am waiting for your call."
0,"hurry up, i've been weed-deficient for like three days"
0,hi dear we saw dear. we both are happy. where you my battery is low
0,i send the print  outs da.
0,"evry emotion dsn't hav words.evry wish dsn't hav prayrs.. if u smile,d world is wit u.othrwise even d drop of tear dsn't lik 2 stay wit u.so b happy.. good morning, keep smiling:-)"
0,"when people see my msgs, they think iam addicted to msging... they are wrong, bcoz they don\'t know that iam addicted to my sweet friends..!! bslvyl"
0,can u look 4 me in da lib i got stuff havent finish yet.
0,thats cool. where should i cum? on you or in you? :)
1,you have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). its a legitimat efreefone number wat do u think???
0,ü go home liao? ask dad to pick me up at 6...
0,but that's on ebay it might be less elsewhere.
0,or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
0,hiya stu wot u up 2.im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan
0,so u workin overtime nigpun?
0,huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
0,....photoshop makes my computer shut down.
1,the current leading bid is 151. to pause this auction send out. customer care: 08718726270
0,"em, its olowoyey@ usc.edu have a great time in argentina. not sad about secretary, everything is a blessing"
0,"hmmm.. thk sure got time to hop ard... ya, can go 4 free abt... muz call u to discuss liao..."
1,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase
0,yar i wanted 2 scold u yest but late already... i where got zhong se qing you? if u ask me b4 he ask me then i'll go out w u all lor. n u still can act so real.
0,wish i were with you now!
0,ok...
0,not a lot has happened here. feels very quiet. beth is at her aunts and charlie is working lots. just me and helen in at the mo. how have you been?
1,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&
0,hope you are having a good week. just checking in
0,"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow."
0,spoons it is then okay?
0,your right! i'll make the appointment right now.
1,you have an important customer service announcement from premier. call freephone 0800 542 0578 now!
0,early bird! any purchases yet?
1,"freemsg why haven't you replied to my text? i'm randy, sexy, female and live local. luv to hear from u. netcollex ltd 08700621170150p per msg reply stop to end"
0,"its ok, called mom instead have fun"
0,what you did in  leave.
0,"cool, i'll text you in a few"
0,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
0,if you don't respond imma assume you're still asleep and imma start calling n shit
0,"it's cool, we can last a little while. getting more any time soon?"
0,tell your friends what you plan to do on valentines day @ &lt;url&gt;
0,hmm .. bits and pieces lol ... *sighs* ...
0,"what do you do, my dog ? must i always wait till the end of your day to have word from you ? did you run out of time on your cell already?"
0,"alright if you're sure, let me know when you're leaving"
0,aiya we discuss later lar... pick ü up at 4 is it?
0,"* was a nice day and, impressively, i was sensible, went home early and now feel fine. or am i just boring?! when's yours, i can't remember."
0,apart from the one i told you about yesterday?
0,thats cool. i liked your photos. you are very sexy!
0,you tell what happen dont behave like this to me. ok no need to say
0,aight do you still want to get money
0,for the first time in the history 'need' 'comfort' and 'luxury' are sold at same price in india..!! onion-rs. &lt;#&gt;  petrol-rs. &lt;#&gt;  beer-rs. &lt;#&gt;  shesil  &lt;#&gt;
0,what time you think you'll have it? need to know when i should be near campus
0,you got job in wipro:)you will get every thing in life in 2 or 3 years.
0,well there's not a lot of things happening in lindsay on new years *sighs* some bars in ptbo and the blue heron has something going
0,love you aathi..love u lot..
0,i'm at bruce &amp; fowler now but i'm in my mom's car so i can't park (long story)
0,watching tv lor...
0,ok i juz receive..
0,u in town alone?
0,i ain't answerin no phone at what is actually a pretty reasonable hour but i'm sleepy
0,he remains a bro amongst bros
0,"thanx. yup we coming back on sun. finish dinner going back 2 hotel now. time flies, we're tog 4 exactly a mth today. hope we'll haf many more mths to come..."
0,"that's what i love to hear :v see you sundayish, then"
0,is she replying. has boye changed his phone number
0,except theres a chick with huge boobs.
0,we are okay. going to sleep now. later
0,"storming msg: wen u lift d phne, u say hello do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? margaret hello she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person, bt not his girlfrnd... g o o d n i g h t . . .@"
0,send this to ur friends and receive something about ur voice..... how is my speaking expression? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
0,yo you guys ever figure out how much we need for alcohol? jay and i are trying to figure out how much we can safely spend on weed
0,nope but i'm going home now then go pump petrol lor... like going 2 rain soon...
0,"yo, i'm at my parents' gettin cash. good news: we picked up a downstem"
0,one small prestige problem now.
0,reading gud habit.. nan bari hudgi yorge pataistha ertini kano:-)
0,i am not sure about night menu. . . i know only about noon menu
0,i've been searching for the right words to thank you for this breather. i promise i wont take your help for granted and will fulfil my promise. you have been wonderful and a blessing at all times.
0,you're not sure that i'm not trying to make xavier smoke because i don't want to smoke after being told i smoke too much?
0,gam gone after outstanding innings.
0,jus finished avatar nigro
0,"actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
0,now i'm going for lunch.
0,r u over scratching it?
0,"house-maid is the murderer, coz the man was murdered on  &lt;#&gt; th january.. as public holiday all govt.instituitions are closed,including post office.."
0,sac needs to carry on:)
0,no plm i will come da. on the way.
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
1,"urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu"
0,correct. so how was work today
0,black shirt n blue jeans... i thk i c ü...
0,i have many dependents
0,ambrith..madurai..met u in arun dha marrge..remembr?
0,i think that tantrum's finished so yeah i'll be by at some point
0,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it...!..!! :-) :-) gud nyt
1,get the official england poly ringtone or colour flag on yer mobile for tonights game! text tone or flag to 84199. optout txt eng stop box39822 w111wx £1.50
0,i don wake since. i checked that stuff and saw that its true no available spaces. pls call the embassy or send a mail to them.
0,i will come to ur home now
0,i wnt to buy a bmw car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,"sorry to trouble u again. can buy 4d for my dad again? 1405, 1680, 1843. all 2 big 1 small, sat n sun. thanx."
0,hi' test on  &lt;#&gt; rd ....
0,"sorry, i'll call later"
0,nt joking seriously i told
0,"chinatown got porridge, claypot rice, yam cake, fishhead beehoon... either we eat cheap den go cafe n tok or go nydc or somethin..."
0,"so check your errors and if you had difficulties, do correction."
0,just curious because my cuz asked what i was up to
0,"time n smile r the two crucial things in our life. sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
0,am also doing in cbe only. but have to pay.
0,then what about further plan?
0,"hello, my love. what are you doing? did you get to that interview today? are you you happy? are you being a good boy? do you think of me?are you missing me ?"
0,"i've got ten bucks, jay is being noncomittal"
0,raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.
0,yo theres no class tmrw right?
0,hey you told your name to gautham ah?
0,"motivate behind every darkness, there is a shining light waiting for you to find it... behind every best friend, there is always trust and love... bslvyl"
0,much better now thanks lol
0,guess which pub im in? im as happy as a pig in clover or whatever the saying is!
1,22 days to kick off! for euro2004 u will be kept up to date with the latest news and results daily. to be removed send get txt stop to 83222
0,nah dub but je still buff
1,private! your 2004 account statement for 07742676969 shows 786 unredeemed bonus points. to claim call 08719180248 identifier code: 45239 expires
0,as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune
0,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8
0,"huh... hyde park not in mel ah, opps, got confused... anyway, if tt's e best choice den we juz have to take it..."
0,"nope. since ayo travelled, he has forgotten his guy"
0,well there's still a bit left if you guys want to tonight
0,k i'll be sure to get up before noon and see what's what
0,lol what happens in vegas stays in vegas
0,still chance there. if you search hard you will get it..let have a try :)
0,i'm working technical support :)voice process.networking field.
0,"nah man, my car is meant to be crammed full of people"
0,i dont know what to do to come out of this so only am ask questions like this dont mistake me.
0,"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
1,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05
0,hui xin is in da lib.
0,i have no idea where you are
0,don't necessarily expect it to be done before you get back though because i'm just now headin out
0,i'm always on yahoo messenger now. just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. and will reply.
0,"why is that, princess? i bet the brothas are all chasing you!"
0,convey my regards to him
0,can't. i feel nauseous. i'm so pissed. i didn't eat any sweets all week cause today i was planning to pig out. i was dieting all week. and now i'm not hungry :/
0,nope i'll come online now..
0,"ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
0,was doing my test earlier. i appreciate you. will call you tomorrow.
0,"good afternoon loverboy ! how goes you day ? any luck come your way? i think of you, sweetie and send my love across the sea to make you smile and happy"
0,i will be gentle baby! soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
0,"hey chief, can you give me a bell when you get this. need to talk to you about this royal visit on the 1st june."
0,ü takin linear algebra today?
0,what time you coming down later?
0,got c... i lazy to type... i forgot ü in lect... i saw a pouch but like not v nice...
0,my painful personal thought- i always try to keep everybody happy all the time. but nobody recognises me when i am alone
0,did u got that persons story
0,i'm freezing and craving ice. fml
0,it's ok i noe u're busy but i'm really too bored so i msg u. i oso dunno wat colour she choose 4 me one.
0,i dont understand your message.
0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
0,how r ü going to send it to me?
0,where r we meeting?
1,"hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call"
0,"mostly sports type..lyk footbl,crckt.."
1,"our dating service has been asked 2 contact u by someone shy! call 09058091870 now all will be revealed. pobox84, m26 3uz 150p"
0,"also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
0,no..its ful of song lyrics..
0,then. you are eldest know.
1,"oh my god! i've found your number again! i'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
0,we spend our days waiting for the ideal path to appear in front of us.. but what we forget is.. paths are made by walking.. not by waiting.. goodnight!
0,hurry home u big butt. hang up on your last caller if u have to. food is done and i'm starving. don't ask what i cooked.
0,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
0,i am not having her number sir
0,slaaaaave ! where are you ? must i summon you to me all the time now ? don't you wish to come to me on your own anymore?
0,maybe i could get book out tomo then return it immediately ..? or something.
0,was playng 9 doors game and gt racing on phone lol
0,reverse is cheating. that is not mathematics.
0,have you finished work yet? :)
0,man this bus is so so so slow. i think you're gonna get there before me
0,there are no other charges after transfer charges and you can withdraw anyhow you like
0,there r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
0,s....s...india going to draw the series after many years in south african soil..
0,are your freezing ? are you home yet ? will you remember to kiss your mom in the morning? do you love me ? do you think of me ? are you missing me yet ?
1,your credits have been topped up for http://www.bubbletext.com your renewal pin is tgxxrz
0,text her. if she doesnt reply let me know so i can have her log in
0,"aight, let me know when you're gonna be around usf"
0,nvm... i'm going to wear my sport shoes anyway... i'm going to be late leh.
0,guess he wants alone time. we could just show up and watch when they do..
1,"free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com"
0,on ma way to school. can you pls send me ashley's number
0,ok how you dear. did you call chechi
0,hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later.
0,what makes you most happy?
0,but my family not responding for anything. now am in room not went to home for diwali but no one called me and why not coming. it makes me feel like died.
0,raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.
0,"sure, i'll see if i can come by in a bit"
0,may b approve panalam...but it should have more posts..
0,anything lar...
0,"right on brah, see you later"
0,"aight we can pick some up, you open before tonight?"
0,"hello, my love ! how went your day ? are you alright ? i think of you, my sweet and send a jolt to your heart to remind you ... i love you! can you hear it ? i screamed it across the sea for all the world to hear. ahmad al hallaq is loved ! and owned ! *possessive passionate kiss*"
0,"mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer..."
1,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
1,babe: u want me dont u baby! im nasty and have a thing 4 filthyguys. fancy a rude time with a sexy bitch. how about we go slo n hard! txt xxx slo(4msgs)
0,"sweet, we may or may not go to 4u to meet carlos so gauge patty's interest in that"
1,promotion number: 8714714 - ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039 . skilgme. tscs087147403231winawk!age16 £1.50perwksub
0,oh ok i didnt know what you meant. yep i am baby jontin
0,appt is at &lt;time&gt; am. not my fault u don't listen. i told u twice
0,ok
0,sorry . i will be able to get to you. see you in the morning.
0,awesome question with a cute answer: someone asked a boy how is ur life? . . he smiled &amp; answered: . . she is fine! gudnite
0,wat time ü wan today?
0,here is my new address -apples&pairs&all that malarky
0,mm i had my food da from out
0,happy valentines day i know its early but i have hundreds of handsomes and beauties to wish. so i thought to finish off aunties and uncles 1st...
0,thanks for this hope you had a good day today
0,if he started searching he will get job in few days.he have great potential and talent.
1,18 days to euro2004 kickoff! u will be kept informed of all the latest news and results daily. unsubscribe send get euro stop to 83222.
0,its good to hear from you
0,ok... take ur time n enjoy ur dinner...
0,ok lor... sony ericsson salesman... i ask shuhui then she say quite gd 2 use so i considering...
0,oh ic. i thought you meant mary jane.
0,guessin you ain't gonna be here before 9?
0,"dear friends, sorry for the late information. today is the birthday of our loving ar.praveesh. for more details log on to face book and see. its his number + &lt;#&gt; . dont miss a delicious treat."
0,we confirm eating at esplanade?
0,hiya do u like the hlday pics looked horrible in them so took mo out! hows the camp amrca thing? speak soon serena:)
0,enjoy urself tmr...
0,god's love has no limit. god's grace has no measure. god's power has no boundaries. may u have god's endless blessings always in ur life...!! gud ni8
0,raji..pls do me a favour. pls convey my birthday wishes to nimya. pls. today is her birthday.
0,i just made some payments so dont have that much. sorry. would you want it fedex or the other way.
0,"oh, yes, i've just been a little under the weather so i've kind of been coccooning at home"
1,freemsg>fav xmas tones!reply real
1,send a logo 2 ur lover - 2 names joined by a heart. txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 no ads 150p
1,"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a £500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
0,no. to be nosy i guess. idk am i over reacting if i'm freaked?
0,please da call me any mistake from my side sorry da. pls da goto doctor.
0,"goodmorning, today i am late for  &lt;decimal&gt; min."
0,ceri u rebel! sweet dreamz me little buddy!! c ya 2moro! who needs blokes
0,k..k.:)congratulation ..
0,so how are you really. what are you up to. how's the masters. and so on.
0,pls speak to that customer machan.
0,"i hope your alright babe? i worry that you might have felt a bit desparate when you learned the job was a fake ? i am here waiting when you come back, my love"
0,dear i have reache room
0,yeah confirmed for you staying at  that weekend
0,"derp. which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
0,k:)eng rocking in ashes:)
0,okay same with me. well thanks for the clarification
0,wat happened to the cruise thing
0,your gonna be the death if me. i'm gonna leave a note that says its all robs fault. avenge me.
0,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com
1,"dear matthew please call 09063440451 from a landline, your complimentary 4*lux tenerife holiday or £1000 cash await collection. ppm150 sae t&cs box334 sk38xh."
0,we live in the next  &lt;#&gt; mins
0,are you coming to day for class.
0,there bold 2  &lt;#&gt; . is that yours
0,have you laid your airtel line to rest?
1,text pass to 69669 to collect your polyphonic ringtones. normal gprs charges apply only. enjoy your tones
0,hi missed your call and my mumhas beendropping red wine all over theplace! what is your adress?
0,hi. wk been ok - on hols now! yes on for a bit of a run. forgot that i have hairdressers appointment at four so need to get home n shower beforehand. does that cause prob for u?
0,"yup, no need. i'll jus wait 4 e rain 2 stop."
1,"as a sim subscriber, you are selected to receive a bonus! get it delivered to your door, txt the word ok to no: 88600 to claim. 150p/msg, exp. 30apr"
0,"1) go to write msg 2) put on dictionary mode 3)cover the screen with hand, 4)press  &lt;#&gt; . 5)gently remove ur hand.. its interesting..:)"
0,aiyar dun disturb u liao... thk u have lots 2 do aft ur cupboard come...
0,tomarrow i want to got to court. at  &lt;decimal&gt; . so you come to bus stand at 9.
0,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! love me xxx
0,you please give us connection today itself before  &lt;decimal&gt;  or refund the bill
0,dear good morning how you feeling dear
0,don know. i did't msg him recently.
1,"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
0,call him and say you not coming today ok and tell them not to fool me like this ok
0,how long does it take to get it.
0,"that means you got an a in epi, she.s fine. she.s here now."
0,dont hesitate. you know this is the second time she has had weakness like that. so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
0,alex says he's not ok with you not being ok with it
0,then cant get da laptop? my matric card wif ü lei...
0,yes. rent is very expensive so its the way we save.
0,hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love pete xx
0,fine. do you remember me.
0,ok i am on the way to railway
0,ya srsly better than yi tho
0,there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
0,what happened in interview?
0,mmm so yummy babe ... nice jolt to the suzy
0,ok. i am a gentleman and will treat you with dignity and respect.
0,ffffffffff. alright no way i can meet up with you sooner?
0,"men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. but the law allows only one wife...."
0,good. no swimsuit allowed :)
0,"haha yeah, 2 oz is kind of a shitload"
0,its a valentine game. . . send dis msg to all ur friends. .. if 5 answers r d same then someone really loves u. ques- which colour suits me the best?rply me
0,hello boytoy ! geeee ... i'm missing you today. i like to send you a tm and remind you i'm thinking of you ... and you are loved ... *loving kiss*
0,happy birthday... may all ur dreams come true...
0,i'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
0,in sch but neva mind u eat 1st lor..
0,thanx u darlin!im cool thanx. a few bday drinks 2 nite. 2morrow off! take care c u soon.xxx
0,i will lick up every drop :) are you ready to use your mouth as well?
0,ok then u tell me wat time u coming later lor.
0,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...
0,take care n get well soon
1,"if you don't, your prize will go to another customer. t&c at www.t-c.biz 18+ 150p/min polo ltd suite 373 london w1j 6hl please call back if busy"
0,hey. for me there is no leave on friday. wait i will ask my superior and tell you..
0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
0,when you and derek done with class?
0,"he said that he had a right giggle when he saw u again! you would possibly be the first person2die from nvq, but think how much you could for!"
0,need a coffee run tomo?can't believe it's that time of week already
0,juz go google n search 4 qet...
0,k:)k..its good:)when are you going?
0,i though we shd go out n have some fun so bar in town or something – sound ok?
0,haha okay... today weekend leh...
0,"set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. wish you happy valentines day!"
0,where at were hungry too
0,i'm not coming home 4 dinner.
0,"aight, tomorrow around  &lt;#&gt;  it is"
0,yeah right! i'll bring my tape measure fri!
0,"thk shld b can... ya, i wana go 4 lessons... haha, can go for one whole stretch..."
0,you know my old dom i told you about yesterday ? his name is roger? he got in touch with me last night and wants me to meet him today at 2 pm
0,nice line said by a broken heart- plz don't cum 1 more times infront of me... other wise once again i ll trust u... good 9t:)
0,"yes but i dont care! i need you bad, princess!"
0,that seems unnecessarily affectionate
0,"hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
0,k.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
0,"easy mate, * guess the quick drink was bit ambitious."
0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
0,poor girl can't go one day lmao
0,"i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
0,dude sux for snake. he got old and raiden got buff
0,are you this much buzy
0,"mum, i've sent you many many messages since i got here. i just want to know that you are actually getting them. do enjoy the rest of your day."
0,how much r ü willing to pay?
0,i'm fine. hope you are also
0,really... i tot ur paper ended long ago... but wat u copied jus now got use? u happy lar... i still haf 2 study :-(
0,"nah i don't think he goes to usf, he lives around here though"
0,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
0,"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched..."
0,k k :-):-) then watch some films.
0,hahaha..use your brain dear
0,no wonder... cos i dun rem seeing a silver car... but i thk i saw a black one...
0,"hi elaine, is today's meeting confirmed?"
0,"yeah go on then, bored and depressed sittin waitin for phone to ring... hope the wind drops though, scary"
1,knock knock txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. t&cs www.tkls.com age16 to stoptxtstop£1.50/week
1,"update_now - xmas offer! latest motorola, sonyericsson & nokia & free bluetooth! double mins & 1000 txt on orange. call mobileupd8 on 08000839402 or call2optout/f4q="
1,"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
1,valentines day special! win over £1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:08718720201
0,"don't worry, * is easy once have ingredients!"
1,4mths half price orange line rental & latest camera phones 4 free. had your phone 11mths+? call mobilesdirect free on 08000938767 to update now! or2stoptxt t&cs
0,"its ok., i just askd did u knw tht no?"
0,huh so slow i tot u reach long ago liao... u 2 more days only i 4 more leh...
0,am slow in using biola's fne
0,did you stitch his trouser
0,i think the other two still need to get cash but we can def be ready by 9
0,"look at amy ure a beautiful, intelligent woman and i like u a lot. i know u dont like me like that so dont worry."
1,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
0,dude got a haircut. now its breezy up there
1,congratulations ur awarded either £500 of cd gift vouchers & free entry 2 our £100 weekly draw txt music to 87066 tncs www.ldew.com 1 win150ppmx3age16
0,aight sorry i take ten years to shower. what's the plan?
0,can you please send me my aunty's number
0,yup bathe liao...
0,yo yo yo byatch whassup?
0,"lol ... oh no babe, i wont be sliding into your place after midnight, but thanks for the invite"
0,"a boy loved a gal. he propsd bt she didnt mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn u run so fast?' d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8"
0,is that seriously how you spell his name?
0,"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please"
0,we have to pick rayan macleran there.
0,mm that time you dont like fun
0,"hellogorgeous, hows u? my fone was on charge lst nitw wen u texd me. hopeu ad a nice wkend as im sure u did lookin 4ward 2 c-in u 2mrw luv jaz"
0,whatsup there. dont u want to sleep
0,no..jst change tat only..
0,looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company i could head in earlier-we were goin to meet in rummer.
0,piss is talking is someone that realise u that point this at is it.(now read it backwards)
0,no b4 thursday
0,do you mind if i ask what happened? you dont have to say if it is uncomfortable.
0,don know:)this week i'm going to tirunelvai da.
0,thanks for looking out for me. i really appreciate.
0,i know complain num only..bettr directly go to bsnl offc nd apply for it..
0,mmmm ... fuck ... not fair ! you know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* don't forget ... i know yours too *wicked smile*
